crimeDate,crimeTime,crimeCode,location,description,weapon,post,district,neighborhood,Location 1,Total Incidents
12/19/2011,2034,1F,1500 N ROSEDALE ST,HOMICIDE,FIREARM,814,SOUTHWESTERN,Rosemont,"(39.3048600000, -76.6691000000)",1
12/18/2011,0045,1F,200 N SMALLWOOD ST,HOMICIDE,FIREARM,721,WESTERN,Penrose/Fayette Street Outreach,"(39.2904600000, -76.6516400000)",1
12/17/2011,2204,1F,4200 NICHOLAS AV,HOMICIDE,FIREARM,436,NORTHEASTERN,Belair-Edison,"(39.3292000000, -76.5640300000)",1
12/16/2011,2120,1F,2200 ELSINORE AV,HOMICIDE,FIREARM,812,SOUTHWESTERN,Mount Holly,"(39.3125400000, -76.6784000000)",1
12/10/2011,0954,1K,2500 VIOLET AV,HOMICIDE,KNIFE,611,NORTHWESTERN,Park Circle,"(39.3312800000, -76.6583700000)",1
12/08/2011,2257,1F,2900 N CALVERT ST,HOMICIDE,FIREARM,512,NORTHERN,Charles Village,"(39.3237500000, -76.6145700000)",1
12/06/2011,1215,1K,0 N EAST AV,HOMICIDE,KNIFE,223,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2927200000, -76.5723500000)",1
12/05/2011,1200,1F,0 E NORTH AV,HOMICIDE,FIREARM,141,CENTRAL,Charles North,"(39.3110200000, -76.6164300000)",1
11/29/2011,1933,1F,500 S BENTALOU ST,HOMICIDE,FIREARM,835,SOUTHWESTERN,Carrollton Ridge,"(39.2813500000, -76.6525300000)",1
11/22/2011,0732,1F,900 W FRANKLIN ST,HOMICIDE,FIREARM,714,WESTERN,Harlem Park,"(39.2944700000, -76.6320600000)",1
11/15/2011,2255,1F,700 N CARROLLTON AV,HOMICIDE,FIREARM,713,WESTERN,Harlem Park,"(39.2968200000, -76.6372100000)",1
11/14/2011,0927,1F,1700 MORELAND AV,HOMICIDE,FIREARM,735,WESTERN,Coppin Heights/Ash-Co-East,"(39.3077100000, -76.6558800000)",1
11/12/2011,1649,1F,1000 PENNSYLVANIA AV,HOMICIDE,FIREARM,124,CENTRAL,Heritage Crossing,"(39.2980000000, -76.6278500000)",1
11/12/2011,1930,1F,2200 AIKEN ST,HOMICIDE,FIREARM,312,EASTERN,East Baltimore Midway,"(39.3154100000, -76.5990900000)",1
11/11/2011,1742,1F,2600 KENTUCKY AV,HOMICIDE,FIREARM,415,NORTHEASTERN,Belair-Edison,"(39.3265600000, -76.5750800000)",1
11/09/2011,2110,1F,4300 LOCH RAVEN BLVD,HOMICIDE,FIREARM,421,NORTHEASTERN,New Northwood,"(39.3430500000, -76.5927900000)",1
11/07/2011,0840,1O,3200 SPAULDING AV,HOMICIDE,OTHER,614,NORTHWESTERN,Central Park Heights,"(39.3482300000, -76.6748700000)",1
11/05/2011,2030,1F,4100 PARKWOOD AV,HOMICIDE,FIREARM,422,NORTHEASTERN,Waltherson,"(39.3361800000, -76.5557700000)",1
10/31/2011,0520,1F,5300 YORK RD,HOMICIDE,FIREARM,523,NORTHERN,Homeland,"(39.3553700000, -76.6099200000)",1
10/31/2011,1845,1F,2900 GREENMOUNT AV,HOMICIDE,FIREARM,515,NORTHERN,Better Waverly,"(39.3238800000, -76.6093900000)",1
10/28/2011,2325,1K,600 GEORGE ST,HOMICIDE,KNIFE,124,CENTRAL,Heritage Crossing,"(39.2966700000, -76.6281100000)",1
10/27/2011,2210,1F,1200 BRADDISH AV,HOMICIDE,FIREARM,814,SOUTHWESTERN,Winchester,"(39.3016700000, -76.6609000000)",1
10/24/2011,1710,1O,900 E 41ST ST,HOMICIDE,OTHER,525,NORTHERN,Pen Lucy,"(39.3398300000, -76.6033600000)",1
10/24/2011,0055,1F,2000 LINDEN AV,HOMICIDE,FIREARM,134,CENTRAL,Reservoir Hill,"(39.3105900000, -76.6325100000)",1
10/21/2011,2005,1F,2800 WOODBROOK AV,HOMICIDE,FIREARM,736,WESTERN,Parkview/Woodbrook,"(39.3140200000, -76.6457800000)",1
10/17/2011,0120,1F,1700 HARFORD AV,HOMICIDE,FIREARM,313,EASTERN,Oliver,"(39.3095500000, -76.6002300000)",1
10/16/2011,0002,1F,2200 AIKEN ST,HOMICIDE,FIREARM,312,EASTERN,East Baltimore Midway,"(39.3151200000, -76.5994000000)",1
10/14/2011,1955,1F,1500 E 29TH ST,HOMICIDE,FIREARM,412,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3246400000, -76.5948200000)",1
10/13/2011,1624,1O,2800 W MULBERRY ST,HOMICIDE,OTHER,816,SOUTHWESTERN,Penrose/Fayette Street Outreach,"(39.2926300000, -76.6641000000)",1
10/11/2011,1034,1F,2200 CALLOW AV,HOMICIDE,FIREARM,134,CENTRAL,Reservoir Hill,"(39.3128400000, -76.6314000000)",1
10/11/2011,1120,1F,1800 N PORT ST,HOMICIDE,FIREARM,331,EASTERN,Broadway East,"(39.3114700000, -76.5838300000)",1
10/10/2011,1524,1F,200 N BELNORD AV,HOMICIDE,FIREARM,221,SOUTHEASTERN,McElderry Park,"(39.2951500000, -76.5785500000)",1
10/10/2011,2200,1F,1400 KUPER PL,HOMICIDE,FIREARM,933,SOUTHERN,New Southwest/Mount Clare,"(39.2850500000, -76.6397500000)",1
10/03/2011,0025,1F,500 MC MECHEN ST,HOMICIDE,FIREARM,132,CENTRAL,Upton,"(39.3043500000, -76.6315700000)",1
10/03/2011,1348,1F,900 HERNDON CT,HOMICIDE,FIREARM,913,SOUTHERN,Brooklyn,"(39.2283300000, -76.6005200000)",1
09/28/2011,0055,1F,2200 GARRISON BLVD,HOMICIDE,FIREARM,812,SOUTHWESTERN,Mount Holly,"(39.3114200000, -76.6751600000)",1
09/28/2011,1606,1F,1400 E FAYETTE ST,HOMICIDE,FIREARM,212,SOUTHEASTERN,Dunbar-Broadway,"(39.2929400000, -76.5985000000)",1
09/28/2011,1950,1F,1900 E 31ST ST,HOMICIDE,FIREARM,414,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3263700000, -76.5891000000)",1
09/27/2011,0247,1F,4000 PRIMROSE AV,HOMICIDE,FIREARM,635,NORTHWESTERN,Glen,"(39.3511400000, -76.6932800000)",1
09/25/2011,0352,1F,3900 DOLFIELD AV,HOMICIDE,FIREARM,624,NORTHWESTERN,Dolfield,"(39.3395800000, -76.6813900000)",1
09/25/2011,0352,1F,3900 DOLFIELD AV,HOMICIDE,FIREARM,624,NORTHWESTERN,Dolfield,"(39.3395800000, -76.6813900000)",1
09/21/2011,1625,1F,800 E 34TH ST,HOMICIDE,FIREARM,525,NORTHERN,Waverly,"(39.3298800000, -76.6048800000)",1
09/20/2011,1344,1F,3500 DOLFIELD AV,HOMICIDE,FIREARM,625,NORTHWESTERN,Ashburton,"(39.3341100000, -76.6736600000)",1
09/19/2011,1740,1K,100 N POPPLETON ST,HOMICIDE,KNIFE,712,WESTERN,Poppleton,"(39.2900400000, -76.6322500000)",1
09/19/2011,2325,1F,400 N EAST AV,HOMICIDE,FIREARM,223,SOUTHEASTERN,Ellwood Park/Monument,"(39.2963000000, -76.5721100000)",1
09/17/2011,0226,1F,700 PONTIAC AV,HOMICIDE,FIREARM,913,SOUTHERN,Brooklyn,"(39.2350800000, -76.6010200000)",1
09/16/2011,1823,1O,700 E PATAPSCO AV,HOMICIDE,OTHER,912,SOUTHERN,Fairfield Area,"(39.2358200000, -76.6006100000)",1
09/14/2011,0100,1F,1900 W LOMBARD ST,HOMICIDE,FIREARM,934,SOUTHERN,Carrollton Ridge,"(39.2861900000, -76.6469500000)",1
09/13/2011,1410,1F,3300 ELMORA AV,HOMICIDE,FIREARM,413,NORTHEASTERN,Four By Four,"(39.3159200000, -76.5769800000)",1
09/09/2011,1628,1F,4200 OLD YORK RD,HOMICIDE,FIREARM,525,NORTHERN,Pen Lucy,"(39.3405900000, -76.6077400000)",1
09/07/2011,0832,1K,2700 RIGGS AV,HOMICIDE,KNIFE,814,SOUTHWESTERN,Mosher,"(39.3003500000, -76.6621800000)",1
09/04/2011,1210,1F,500 N CHESTER ST,HOMICIDE,FIREARM,324,EASTERN,CARE,"(39.2969900000, -76.5877700000)",1
09/02/2011,1717,1O,5600 WOODMONT AV,HOMICIDE,OTHER,421,NORTHEASTERN,Woodbourne Heights,"(39.3578600000, -76.5908300000)",1
09/01/2011,1230,1O,900 LEADENHALL ST,HOMICIDE,OTHER,941,SOUTHERN,Sharp-Leadenhall,"(39.2785900000, -76.6170300000)",1
08/28/2011,2040,1F,2800 ROUND RD,HOMICIDE,FIREARM,924,SOUTHERN,Cherry Hill,"(39.2471800000, -76.6280700000)",1
08/27/2011,0039,1O,1700 GORSUCH AV,HOMICIDE,OTHER,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3206200000, -76.5936100000)",1
08/25/2011,0038,1F,1200 VALLEY ST,HOMICIDE,FIREARM,313,EASTERN,Johnston Square,"(39.3039600000, -76.6050900000)",1
08/23/2011,2203,1F,5200 BOWLEYS LA,HOMICIDE,FIREARM,436,NORTHEASTERN,Frankford,"(39.3226600000, -76.5531400000)",1
08/23/2011,2253,1F,3700 W FOREST PARK AV,HOMICIDE,FIREARM,621,NORTHWESTERN,Forest Park,"(39.3255200000, -76.6796400000)",1
08/22/2011,1118,1F,200 MT HOLLY ST,HOMICIDE,FIREARM,822,SOUTHWESTERN,Allendale,"(39.2902100000, -76.6794600000)",1
08/22/2011,2224,1F,2500 E CHASE ST,HOMICIDE,FIREARM,333,EASTERN,Biddle Street,"(39.3037400000, -76.5820100000)",1
08/21/2011,0112,1K,6000 HARFORD RD,HOMICIDE,KNIFE,424,NORTHEASTERN,Westfield,"(39.3567300000, -76.5576500000)",1
08/14/2011,0312,1F,2900 S EDGECOMBE CIR,HOMICIDE,FIREARM,534,NORTHERN,Parklane,"(39.3424100000, -76.6632700000)",1
08/14/2011,2130,1F,3400 CLIFTON AV,HOMICIDE,FIREARM,812,SOUTHWESTERN,Mount Holly,"(39.3110000000, -76.6742900000)",1
08/03/2011,1629,1K,4700 MORAVIA RD,HOMICIDE,KNIFE,436,NORTHEASTERN,Frankford,"(39.3262400000, -76.5521500000)",1
08/01/2011,2318,1F,1600 DARLEY AV,HOMICIDE,FIREARM,312,EASTERN,Darley Park,"(39.3147100000, -76.5950900000)",1
07/31/2011,2112,1F,1100 WEDGEWOOD RD,HOMICIDE,FIREARM,823,SOUTHWESTERN,West Hills,"(39.2977600000, -76.7103800000)",1
07/31/2011,2112,1F,1100 WEDGEWOOD RD,HOMICIDE,FIREARM,823,SOUTHWESTERN,West Hills,"(39.2977600000, -76.7103800000)",1
07/30/2011,0206,1F,4800 BOWLAND AV,HOMICIDE,FIREARM,433,NORTHEASTERN,Frankford,"(39.3187600000, -76.5508800000)",1
07/29/2011,1053,1F,1200 N GAY ST,HOMICIDE,FIREARM,322,EASTERN,Broadway East,"(39.3048000000, -76.5932400000)",1
07/27/2011,0128,1F,3600 CHESTERFIELD AV,HOMICIDE,FIREARM,413,NORTHEASTERN,Belair-Edison,"(39.3194200000, -76.5637300000)",1
07/26/2011,0642,1F,4300 NICHOLAS AV,HOMICIDE,FIREARM,436,NORTHEASTERN,Belair-Edison,"(39.3279200000, -76.5625100000)",1
07/26/2011,0642,1F,4300 NICHOLAS AV,HOMICIDE,FIREARM,436,NORTHEASTERN,Belair-Edison,"(39.3279200000, -76.5625100000)",1
07/26/2011,0642,1F,4300 NICHOLAS AV,HOMICIDE,FIREARM,436,NORTHEASTERN,Belair-Edison,"(39.3279200000, -76.5625100000)",1
07/26/2011,1200,1F,900 N BELNORD AV,HOMICIDE,FIREARM,334,EASTERN,Madison-Eastend,"(39.3014800000, -76.5789600000)",1
07/25/2011,0143,1O,600 COKESBURY AV,HOMICIDE,OTHER,311,EASTERN,East Baltimore Midway,"(39.3159500000, -76.6072800000)",1
07/19/2011,0319,1F,1900 N BENTALOU ST,HOMICIDE,FIREARM,735,WESTERN,Mondawmin,"(39.3099700000, -76.6541600000)",1
07/19/2011,1630,1K,800 N GILMOR ST,HOMICIDE,KNIFE,715,WESTERN,Harlem Park,"(39.2981900000, -76.6429400000)",1
07/17/2011,0551,1F,1200 BUSH ST,HOMICIDE,FIREARM,921,SOUTHERN,Washington Village/Pigtown,"(39.2784500000, -76.6379400000)",1
07/16/2011,0131,1F,800 N BOND ST,HOMICIDE,FIREARM,324,EASTERN,Gay Street,"(39.2994500000, -76.5963100000)",1
07/15/2011,1353,1F,0 N FRANKLINTOWN RD,HOMICIDE,FIREARM,816,SOUTHWESTERN,Shipley Hill,"(39.2876700000, -76.6589100000)",1
07/14/2011,1734,1F,2100 HOMEWOOD AV,HOMICIDE,FIREARM,311,EASTERN,East Baltimore Midway,"(39.3140000000, -76.6073100000)",1
07/12/2011,2206,1F,1800 N PULASKI ST,HOMICIDE,FIREARM,735,WESTERN,Easterwood,"(39.3087600000, -76.6512900000)",1
07/10/2011,0230,1K,1700 GORSUCH AV,HOMICIDE,KNIFE,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3208300000, -76.5939600000)",1
07/10/2011,0236,1F,1500 LESTER MORTON CT,HOMICIDE,FIREARM,324,EASTERN,Gay Street,"(39.2986700000, -76.5972300000)",1
07/10/2011,1109,1O,200 N BELNORD AV,HOMICIDE,OTHER,221,SOUTHEASTERN,McElderry Park,"(39.2953000000, -76.5784900000)",1
07/09/2011,0129,1K,0 N CHARLES ST,HOMICIDE,KNIFE,112,CENTRAL,Downtown,"(39.2901200000, -76.6151500000)",1
07/06/2011,1542,1F,3700 HARLEM AV,HOMICIDE,FIREARM,822,SOUTHWESTERN,Edgewood,"(39.2952100000, -76.6789500000)",1
07/04/2011,2148,1K,700 EASTERN AV,HOMICIDE,KNIFE,111,CENTRAL,Inner Harbor,"(39.2849700000, -76.6054400000)",1
07/01/2011,0950,1F,1100 S CAREY ST,HOMICIDE,FIREARM,931,SOUTHERN,Washington Village/Pigtown,"(39.2813200000, -76.6363000000)",1
07/01/2011,2318,1F,1400 STONEWOOD RD,HOMICIDE,FIREARM,421,NORTHEASTERN,New Northwood,"(39.3495200000, -76.5937000000)",1
06/29/2011,2241,1F,1900 BREITWERT AV,HOMICIDE,FIREARM,832,SOUTHWESTERN,Morrell Park,"(39.2682700000, -76.6500900000)",1
06/28/2011,1500,1F,3900 ERDMAN AV,HOMICIDE,FIREARM,413,NORTHEASTERN,Belair-Edison,"(39.3150100000, -76.5683900000)",1
06/28/2011,2352,1F,500 MOSHER ST,HOMICIDE,FIREARM,132,CENTRAL,Upton,"(39.3035500000, -76.6305900000)",1
06/27/2011,0459,1K,3200 LEVERTON AV,HOMICIDE,KNIFE,224,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2918800000, -76.5706900000)",1
06/22/2011,1903,1F,5500 GRINDON AV,HOMICIDE,FIREARM,424,NORTHEASTERN,Hamilton Hills,"(39.3573100000, -76.5697500000)",1
06/20/2011,2300,1F,2900 S EDGECOMBE CIR,HOMICIDE,FIREARM,534,NORTHERN,Parklane,"(39.3424100000, -76.6632700000)",1
06/17/2011,0053,1F,700 ASHBURTON ST,HOMICIDE,FIREARM,725,WESTERN,Mosher,"(39.2959600000, -76.6615000000)",1
06/16/2011,1318,1F,500 DENISON ST,HOMICIDE,FIREARM,815,SOUTHWESTERN,Lower Edmondson Village,"(39.2928800000, -76.6741000000)",1
06/14/2011,1255,1F,2400 GREENMOUNT AV,HOMICIDE,FIREARM,311,EASTERN,Barclay,"(39.3163000000, -76.6095100000)",1
06/14/2011,1648,1F,600 DUMBARTON AV,HOMICIDE,FIREARM,525,NORTHERN,Pen Lucy,"(39.3380900000, -76.6063800000)",1
06/12/2011,0400,1F,2600 PARK HEIGHTS TER,HOMICIDE,FIREARM,531,NORTHERN,Greenspring,"(39.3386000000, -76.6616100000)",1
06/12/2011,1354,1F,2900 WESTWOOD AV,HOMICIDE,FIREARM,811,SOUTHWESTERN,Northwest Community Action,"(39.3081200000, -76.6673000000)",1
06/10/2011,2050,1F,1600 W BALTIMORE ST,HOMICIDE,FIREARM,711,WESTERN,Franklin Square,"(39.2883900000, -76.6424900000)",1
06/09/2011,2317,1F,3000 SPAULDING AV,HOMICIDE,FIREARM,615,NORTHWESTERN,Central Park Heights,"(39.3497600000, -76.6722800000)",1
06/03/2011,2244,1F,2200 FLEETWOOD AV,HOMICIDE,FIREARM,424,NORTHEASTERN,Hamilton Hills,"(39.3672000000, -76.5678800000)",1
06/01/2011,0420,1K,5400 MOORES RUN DR,HOMICIDE,KNIFE,435,NORTHEASTERN,Frankford,"(39.3304100000, -76.5345800000)",1
05/31/2011,0049,1F,3400 E BALTIMORE ST,HOMICIDE,FIREARM,223,SOUTHEASTERN,Baltimore Highlands,"(39.2925200000, -76.5691300000)",1
05/31/2011,2222,1F,700 E EAGER ST,HOMICIDE,FIREARM,315,EASTERN,Johnston Square,"(39.3013900000, -76.6070700000)",1
05/30/2011,1819,1F,3900 WINDSOR MILL RD,HOMICIDE,FIREARM,622,NORTHWESTERN,Mount Holly,"(39.3132400000, -76.6828300000)",1
05/28/2011,1109,1F,4300 Liberty Heights Av,HOMICIDE,FIREARM,624,NORTHWESTERN,Dorchester,"(39.3297900000, -76.6905100000)",1
05/26/2011,0016,1F,1600 E WARD CT,HOMICIDE,FIREARM,322,EASTERN,Gay Street,"(39.3021300000, -76.5955300000)",1
05/26/2011,1050,1K,1200 W OSTEND ST,HOMICIDE,KNIFE,921,SOUTHERN,Washington Village/Pigtown,"(39.2814100000, -76.6335200000)",1
05/26/2011,2153,1F,1700 CLIFTVIEW AV,HOMICIDE,FIREARM,312,EASTERN,Darley Park,"(39.3152700000, -76.5927800000)",1
05/25/2011,0256,1F,1500 N MONROE ST,HOMICIDE,FIREARM,724,WESTERN,Easterwood,"(39.3052800000, -76.6479300000)",1
05/22/2011,2235,1K,3100 EDMONDSON AV,HOMICIDE,KNIFE,815,SOUTHWESTERN,Gwynns Falls/Leakin Park,"(39.2942500000, -76.6712000000)",1
05/21/2011,2337,1K,1600 N FULTON AV,HOMICIDE,KNIFE,732,WESTERN,Sandtown-Winchester,"(39.3068400000, -76.6463600000)",1
05/19/2011,0144,1F,3200 SPAULDING AV,HOMICIDE,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3483000000, -76.6748600000)",1
05/19/2011,1255,1F,1000 GRETNA CT,HOMICIDE,FIREARM,911,SOUTHERN,Brooklyn,"(39.2296200000, -76.5981500000)",1
05/14/2011,0305,1F,4500 MARBLE HALL RD,HOMICIDE,FIREARM,421,NORTHEASTERN,New Northwood,"(39.3449500000, -76.5971200000)",1
05/11/2011,0228,1F,100 N EUTAW ST,HOMICIDE,FIREARM,113,CENTRAL,Downtown,"(39.2904700000, -76.6210300000)",1
05/03/2011,2345,1K,1200 LINWORTH AV,HOMICIDE,KNIFE,421,NORTHEASTERN,New Northwood,"(39.3471600000, -76.5984600000)",1
04/29/2011,0638,1K,1700 E LOMBARD ST,HOMICIDE,KNIFE,213,SOUTHEASTERN,Washington Hill,"(39.2904600000, -76.5922700000)",1
04/28/2011,0949,1O,0 S MONROE ST,HOMICIDE,OTHER,836,SOUTHWESTERN,Boyd-Booth,"(39.2874200000, -76.6469300000)",1
04/28/2011,1352,1F,1900 N COLLINGTON AV,HOMICIDE,FIREARM,331,EASTERN,South Clifton Park,"(39.3128900000, -76.5875700000)",1
04/27/2011,1501,1F,1300 N CALHOUN ST,HOMICIDE,FIREARM,731,WESTERN,Sandtown-Winchester,"(39.3035900000, -76.6404200000)",1
04/26/2011,2305,1F,1800 N BENTALOU ST,HOMICIDE,FIREARM,735,WESTERN,Coppin Heights/Ash-Co-East,"(39.3089600000, -76.6541000000)",1
04/26/2011,2222,1F,3600 5TH ST,HOMICIDE,FIREARM,913,SOUTHERN,Brooklyn,"(39.2367100000, -76.6039300000)",1
04/24/2011,0146,1F,4700 SAYER AV,HOMICIDE,FIREARM,826,SOUTHWESTERN,Tremont,"(39.2842800000, -76.6937300000)",1
04/24/2011,0212,1F,4200 ROKEBY RD,HOMICIDE,FIREARM,821,SOUTHWESTERN,Gwynns Falls/Leakin Park,"(39.2992200000, -76.6868500000)",1
04/24/2011,0212,1F,4200 ROKEBY RD,HOMICIDE,FIREARM,821,SOUTHWESTERN,Gwynns Falls/Leakin Park,"(39.2992200000, -76.6868500000)",1
04/23/2011,1159,1K,500 N PULASKI ST,HOMICIDE,KNIFE,721,WESTERN,Midtown-Edmondson,"(39.2938900000, -76.6504300000)",1
04/23/2011,2320,1F,700 N CALHOUN ST,HOMICIDE,FIREARM,713,WESTERN,Harlem Park,"(39.2968600000, -76.6400500000)",1
04/22/2011,0233,1F,200 W FAYETTE ST,HOMICIDE,FIREARM,114,CENTRAL,Downtown,"(39.2905300000, -76.6182000000)",1
04/22/2011,1109,1F,1700 HOMESTEAD ST,HOMICIDE,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3202900000, -76.5945300000)",1
04/21/2011,0921,1F,0 W CONWAY ST,HOMICIDE,FIREARM,112,CENTRAL,Otterbein,"(39.2840800000, -76.6149400000)",1
04/21/2011,1330,1O,6500 EBERLE DR,HOMICIDE,OTHER,631,NORTHWESTERN,Reisterstown Station,"(39.3536900000, -76.7065700000)",1
04/20/2011,2210,1F,600 BARTLETT AV,HOMICIDE,FIREARM,311,EASTERN,East Baltimore Midway,"(39.3172100000, -76.6078200000)",1
04/19/2011,2330,1F,500 N SCHROEDER ST,HOMICIDE,FIREARM,714,WESTERN,Harlem Park,"(39.2944400000, -76.6341500000)",1
04/16/2011,0339,1F,500 N DECKER AV,HOMICIDE,FIREARM,223,SOUTHEASTERN,Ellwood Park/Monument,"(39.2972900000, -76.5744200000)",1
04/13/2011,2051,1F,4500 WESTCHESTER RD,HOMICIDE,FIREARM,622,NORTHWESTERN,Windsor Hills,"(39.3182200000, -76.6903500000)",1
04/11/2011,0134,1F,1700 CRYSTAL AV,HOMICIDE,FIREARM,321,EASTERN,Broadway East,"(39.3080500000, -76.5929600000)",1
04/10/2011,2354,1K,3800 S HANOVER ST,HOMICIDE,KNIFE,912,SOUTHERN,Brooklyn,"(39.2366100000, -76.6105400000)",1
04/09/2011,0110,1K,4900 BOWLAND AV,HOMICIDE,KNIFE,433,NORTHEASTERN,Frankford,"(39.3191400000, -76.5501800000)",1
04/09/2011,1650,1F,200 W SARATOGA ST,HOMICIDE,FIREARM,114,CENTRAL,Downtown,"(39.2929700000, -76.6184800000)",1
04/06/2011,0118,1F,600 LENNOX ST,HOMICIDE,FIREARM,133,CENTRAL,Reservoir Hill,"(39.3118600000, -76.6270400000)",1
04/05/2011,0057,1F,2800 W MULBERRY ST,HOMICIDE,FIREARM,816,SOUTHWESTERN,Penrose/Fayette Street Outreach,"(39.2926900000, -76.6627100000)",1
04/04/2011,2339,1F,3400 POWHATAN AV,HOMICIDE,FIREARM,621,NORTHWESTERN,Forest Park,"(39.3209000000, -76.6750700000)",1
04/02/2011,0100,1K,300 GUILFORD AV,HOMICIDE,KNIFE,114,CENTRAL,Downtown,"(39.2931200000, -76.6112500000)",1
03/31/2011,1402,1F,6000 MORAVIA PARK DR,HOMICIDE,FIREARM,434,NORTHEASTERN,Frankford,"(39.3161100000, -76.5430500000)",1
03/31/2011,1810,1F,1200 WINCHESTER ST,HOMICIDE,FIREARM,715,WESTERN,Sandtown-Winchester,"(39.3025200000, -76.6375500000)",1
03/30/2011,1437,1F,700 WASHINGTON BLVD,HOMICIDE,FIREARM,931,SOUTHERN,Barre Circle,"(39.2833400000, -76.6265500000)",1
03/29/2011,0839,1F,1000 EDMONDSON AV,HOMICIDE,FIREARM,714,WESTERN,Harlem Park,"(39.2956000000, -76.6346800000)",1
03/29/2011,1434,1F,5400 SINCLAIR LA,HOMICIDE,FIREARM,434,NORTHEASTERN,Frankford,"(39.3239000000, -76.5406900000)",1
03/29/2011,1622,1K,2600 HUNTINGDON AV,HOMICIDE,KNIFE,511,NORTHERN,Remington,"(39.3191200000, -76.6214600000)",1
03/27/2011,2014,1F,3200 ELMLEY AV,HOMICIDE,FIREARM,413,NORTHEASTERN,Belair-Edison,"(39.3170600000, -76.5779800000)",1
03/25/2011,0725,1K,2100 BARCLAY ST,HOMICIDE,KNIFE,314,EASTERN,Barclay,"(39.3135300000, -76.6111100000)",1
03/22/2011,2145,1K,500 E NORTH AV,HOMICIDE,KNIFE,311,EASTERN,East Baltimore Midway,"(39.3114700000, -76.6092400000)",1
03/20/2011,0223,1K,4500 EDMONDSON AV,HOMICIDE,KNIFE,823,SOUTHWESTERN,Rognel Heights,"(39.2934600000, -76.6936500000)",1
03/19/2011,0150,1F,300 MC MECHEN ST,HOMICIDE,FIREARM,133,CENTRAL,Bolton Hill,"(39.3066900000, -76.6282500000)",1
03/19/2011,2130,1O,1200 W OSTEND ST,HOMICIDE,OTHER,921,SOUTHERN,Washington Village/Pigtown,"(39.2811400000, -76.6331700000)",1
03/17/2011,2058,1F,2700 PENNSYLVANIA AV,HOMICIDE,FIREARM,736,WESTERN,Penn North,"(39.3129500000, -76.6459800000)",1
03/12/2011,1755,1F,1100 GORSUCH AV,HOMICIDE,FIREARM,513,NORTHERN,Better Waverly,"(39.3254100000, -76.6018000000)",1
03/08/2011,1100,1K,1100 COOKS LA,HOMICIDE,KNIFE,823,SOUTHWESTERN,West Hills,"(39.2984900000, -76.7100300000)",1
03/06/2011,0234,1K,5000 NELSON AV,HOMICIDE,KNIFE,614,NORTHWESTERN,Langston Hughes,"(39.3438200000, -76.6805400000)",1
03/05/2011,1500,1O,2700 HOLLINS FERRY RD,HOMICIDE,OTHER,923,SOUTHERN,Lakeland,"(39.2590600000, -76.6435900000)",1
03/05/2011,2108,1F,200 N HILTON ST,HOMICIDE,FIREARM,816,SOUTHWESTERN,Saint Josephs,"(39.2889100000, -76.6725000000)",1
03/01/2011,2335,1F,1900 Greenmount Av,HOMICIDE,FIREARM,314,EASTERN,East Baltimore Midway,"(39.3122000000, -76.6094400000)",1
02/27/2011,1320,1K,2800 CLIFTON AV,HOMICIDE,KNIFE,735,WESTERN,Walbrook,"(39.3113000000, -76.6649200000)",1
02/20/2011,1551,1F,1600 CLIFTVIEW AV,HOMICIDE,FIREARM,312,EASTERN,Darley Park,"(39.3152300000, -76.5955800000)",1
02/19/2011,1230,1O,3300 VIRGINIA AV,HOMICIDE,OTHER,613,NORTHWESTERN,Central Park Heights,"(39.3431500000, -76.6717100000)",1
02/17/2011,1235,1K,1900 GREENMOUNT AV,HOMICIDE,KNIFE,314,EASTERN,Barclay,"(39.3119000000, -76.6095100000)",1
02/16/2011,2255,1F,1600 E 31ST ST,HOMICIDE,FIREARM,414,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3260300000, -76.5929100000)",1
02/15/2011,1640,1K,1100 W CROSS ST,HOMICIDE,KNIFE,921,SOUTHERN,Washington Village/Pigtown,"(39.2813200000, -76.6304100000)",1
02/11/2011,1033,1F,4000 PARK HEIGHTS AV,HOMICIDE,FIREARM,612,NORTHWESTERN,Central Park Heights,"(39.3345600000, -76.6627400000)",1
02/08/2011,1831,1F,6600 ALTA AV,HOMICIDE,FIREARM,425,NORTHEASTERN,Westfield,"(39.3591000000, -76.5436300000)",1
02/07/2011,1510,1F,1700 GORSUCH AV,HOMICIDE,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3208300000, -76.5939600000)",1
02/02/2011,2011,1F,900 N WOODINGTON RD,HOMICIDE,FIREARM,823,SOUTHWESTERN,Rognel Heights,"(39.2978300000, -76.6862000000)",1
01/30/2011,1435,1F,5700 EASTBURY AV,HOMICIDE,FIREARM,433,NORTHEASTERN,Frankford,"(39.3184300000, -76.5487000000)",1
